"X","BC07_tumor","BC07","BC08_tumor","BC08","BC09_tumor","BC09","BC10_tumor","BC10","GENENAME"
"Or51l14",0,0,0,0,0,0,0,0,"olfactory receptor family 51 subfamily L member 14"
"Or52d13",0,0,0,0,0,0,0,0,"olfactory receptor family 52 subfamily D member 13"
"Or52ae7",0,0,0,0,0,0,0,0,"olfactory receptor family 52 subfamily AE member 7"
"Or51af1",0,0,0,0,0,0,0,0,"olfactory receptor family 51 subfamily AF member 1"
"Or51ag1",0,0,0,0,0,0,0,0,"olfactory receptor family 51 subfamily AG member 1"
"Or51aa5",0,0,0,0,0,0,0,0,"olfactory receptor family 51 subfamily AA member 5"
"Or51aa2",0,0,0,0,0,0,0,0,"olfactory receptor family 51 subfamily AA member 2"
"Or51ab3",0,0,0,0,0,0,0,0,"olfactory receptor family 51 subfamily AB member 3"
"Or51ah3",0,0,0,0,0,0,0,0,"olfactory receptor family 51 subfamily AH member 3"
"Or51ac3",0,0,0,0,0,0,0,0,"olfactory receptor family 51 subfamily AC member 3"
"Or52z12",0,0,0,0,0,0,0,0,"olfactory receptor family 52 subfamily Z member 12"
"Or52z13",0,0,0,0,0,0,0,0,"olfactory receptor family 52 subfamily Z member 13"
"Or52z14",0,0,0,0,0,0,0,0,"olfactory receptor family 52 subfamily Z member 14"
"Or51v14",0,0,0,0,0,0,0,0,"olfactory receptor family 51 subfamily V member 14"
"Or52a33",0,0,0,0,0,0,0,0,"olfactory receptor family 52 subfamily A member 33"
"Or51b6b",0,0,0,0,0,0,0,0,"olfactory receptor family 51 subfamily B member 6B"
"Or51v8",0,0,0,0,0,0,0,0,"olfactory receptor family 51 subfamily V member 8"
"Or52a20",0,0,0,0,0,0,0,0,"olfactory receptor family 52 subfamily A member 20"
"Or52a24",0,0,0,0,0,0,0,0,"olfactory receptor family 52 subfamily A member 24"
"Or52ae9",0,0,0,0,0,0,0,0,"olfactory receptor family 52 subfamily AE member 9"
"Or51l4",0,0,0,0,0,0,0,0,"olfactory receptor family 51 subfamily L member 4"
"Or52a5b",0,0,0,0,0,0,0,0,"olfactory receptor family 52 subfamily A member 5B"
"Or52a5",0,0,0,0,0,0,0,0,"olfactory receptor family 52 subfamily A member 5"
"Or52z1",0,0,0,0,0,0,0,0,"olfactory receptor family 52 subfamily Z member 1"
"Hbb-bt",0,0,0,0,0,0,0,0,"hemoglobin, beta adult t chain"
"Hbb-bs",0,0,0,0,0,0,0,0,"hemoglobin, beta adult s chain"
"Hbb-bh2",0,0,0,0,0,0,0,0,"hemoglobin beta, bh2"
"Hbb-bh1",0,0,1,0,0,1,0,0,"hemoglobin Z, beta-like embryonic chain"
"Hbb-y",0,0,0,0,0,0,0,0,"hemoglobin Y, beta-like embryonic chain"
"Or51b4",0,0,0,0,0,0,0,0,"olfactory receptor family 51 subfamily B member 4"
"Or51b17",0,0,0,0,0,0,0,0,"olfactory receptor family 51 subfamily B member 17"
"Or51b6",0,0,0,0,0,0,0,0,"olfactory receptor family 51 subfamily B member 6"
"Or51m1",0,0,0,0,0,0,0,0,"olfactory receptor family 51 subfamily M member 1"
"Or51ai2",0,0,0,0,0,0,0,0,"olfactory receptor family 51 subfamily AI member 2"
"Or51k2",0,0,0,0,0,0,0,0,"olfactory receptor family 51 subfamily K member 2"
"Or51q1",0,0,0,0,0,0,0,0,"olfactory receptor family 51 subfamily Q member 1"
"Or51q1c",0,0,0,0,0,0,0,0,"olfactory receptor family 51 subfamily Q member 1C"
"Or51k1",0,0,0,0,0,0,0,0,"olfactory receptor family 51 subfamily K member 1"
"Or51i1",0,0,0,0,0,0,0,0,"olfactory receptor family 51 subfamily I member 1D"
"Or51i2",0,0,0,0,0,0,0,0,"olfactory receptor family 51 subfamily I member 2"
"Or51a10",0,0,0,0,0,0,0,0,"olfactory receptor family 51 subfamily A member 10"
"Or51a42",0,0,0,0,0,0,0,0,"olfactory receptor family 51 subfamily A member 42"
"Or51a43",0,0,0,0,0,0,0,0,"olfactory receptor family 51 subfamily A member 43"
"Or51a24",0,0,0,0,0,0,0,0,"olfactory receptor family 51 subfamily A member 24"
"Or52d1",0,0,0,0,0,0,0,0,"olfactory receptor family 52 subfamily D member 1"
"Ubqln5",0,0,0,0,0,0,0,0,"ubiquilin 5"
"Ubqln3",0,2,0,0,0,0,0,0,"ubiquilin 3"
"Ubqlnl",0,1,0,0,0,0,0,0,"ubiquilin-like"
"Olfm5",0,0,0,0,0,0,0,0,"olfactomedin 5"
"Or52h1",0,0,0,0,0,0,0,0,"olfactory receptor family 52 subfamily H member 1"
"Or52h2",0,0,0,0,0,0,0,0,"olfactory receptor family 52 subfamily H member 2"
"Trim6",58,49,16,0,20,4,17,43,"tripartite motif-containing 6"
"Trim34a",65,3,16,0,21,2,8,1,"tripartite motif-containing 34A"
"Trim5",22,5,0,0,1,1,0,1,"tripartite motif-containing 5"
"Trim12a",29,8,1,1,0,0,1,0,"tripartite motif-containing 12A"
"Trim34b",49,18,17,3,14,13,27,7,"tripartite motif-containing 34B"
"Trim12c",160,50,95,7,73,15,75,36,"tripartite motif-containing 12C"
"Gm38525",0,0,0,0,1,0,0,0,"predicted gene, 38525"
"Trim30b",0,0,0,0,0,0,0,0,"tripartite motif-containing 30B"
"Trim30c",0,2,0,0,0,0,0,0,"tripartite motif-containing 30C"
"Trim30a",192,8,33,0,73,2,40,3,"tripartite motif-containing 30A"
"Trim30d",22,0,0,0,5,0,0,0,"tripartite motif-containing 30D"
"Or52h9",0,0,0,0,0,0,0,0,"olfactory receptor family 52 subfamily H member 9"
"Or52h7",0,2,0,0,0,0,0,0,"olfactory receptor family 52 subfamily H member 7"
"Or52d3",0,0,0,1,0,0,0,0,"olfactory receptor family 52 subfamily D member 3"
"Or52u1",0,0,0,0,0,0,0,0,"olfactory receptor family 52 subfamily U member 1"
"Or52ac1",0,0,0,0,0,0,0,0,"olfactory receptor family 52 subfamily AC member 1"
"Or52p1",0,0,0,0,0,0,0,0,"olfactory receptor family 52 subfamily P member 1"
"Or56b1",0,0,0,0,0,0,0,0,"olfactory receptor family 56 subfamily B member 1"
"Or52n4",0,0,0,0,0,0,0,0,"olfactory receptor family 52 subfamily N member 4"
"Or52n20",0,0,0,0,0,0,0,0,"olfactory receptor family 52 subfamily N member 20"
"Or56b2",0,0,0,0,0,0,0,0,"olfactory receptor family 56 subfamily B member 2"
"Or56b2j",0,0,0,0,0,0,0,0,"olfactory receptor family 56 subfamily B member 2J"
"Usp17le",3,3,0,0,0,8,0,6,"ubiquitin specific peptidase 17-like E"
"Usp17lb",0,0,0,0,0,7,2,0,"ubiquitin specific peptidase 17-like B"
"Usp17la",0,0,0,0,0,3,3,8,"ubiquitin specific peptidase 17-like A"
"Or52n3",0,0,0,0,0,0,0,0,"olfactory receptor family 52 subfamily N member 3"
"Or52n2",0,0,0,0,0,0,0,0,"olfactory receptor family 52 subfamily N member 2"
"Or52n2b",0,0,0,0,0,0,0,0,"olfactory receptor family 52 subfamily N member 2B"
"Or52n2c",0,0,0,0,0,0,0,0,"olfactory receptor family 52 subfamily N member 2C"
"Or52n5",0,0,0,0,0,0,0,0,"olfactory receptor family 52 subfamily N member 5"
"Or52e18",0,0,0,0,0,0,0,0,"olfactory receptor family 52 subfamily E member 18"
"Or52e8",0,0,0,0,0,0,0,0,"olfactory receptor family 52 subfamily E member 8"
"Or52e15",0,0,0,0,0,0,0,0,"olfactory receptor family 52 subfamily E member 15"
"Or52e8b",0,0,0,0,0,0,0,0,"olfactory receptor family 52 subfamily E member 8B"
"Or52e7",0,0,0,0,0,0,0,0,"olfactory receptor family 52 subfamily E member 7"
"Or52e4",0,0,0,0,0,0,0,0,"olfactory receptor family 52 subfamily E member 4"
"Or52e5",0,0,0,0,0,0,0,0,"olfactory receptor family 52 subfamily E member 5"
"Or56a3",0,0,0,0,0,0,0,0,"olfactory receptor family 56 subfamily A member 3"
"Or56a3b",0,0,0,0,0,0,0,0,"olfactory receptor family 56 subfamily A member 3B"
"Or56a5",0,0,0,0,0,0,0,0,"olfactory receptor family 56 subfamily A member 5"
"Or56a4",0,0,0,0,0,0,0,0,"olfactory receptor family 56 subfamily A member 4"
"Or52l1",0,0,0,0,0,0,0,0,"olfactory receptor family 52 subfamily L member 1"
"Or52x1",0,0,0,0,0,0,0,0,"olfactory receptor family 52 subfamily X member 1"
"Or56b6",0,0,0,0,0,0,0,0,"olfactory receptor family 56 subfamily B member 6"
"Or56b34",0,0,0,0,0,0,0,0,"olfactory receptor family 56 subfamily B member 34"
"Or56b35",0,0,0,0,0,0,0,0,"olfactory receptor family 56 subfamily B member 35"
"Or52b1",0,0,0,0,0,0,0,0,"olfactory receptor family 52 subfamily B member 1"
"Or52b2",0,0,0,0,0,0,0,0,"olfactory receptor family 52 subfamily B member 2"
"Or52w1",0,0,0,0,0,0,0,5,"olfactory receptor family 52 subfamily W member 1"
"Fhip1b",486,506,588,625,607,631,422,440,"FHF complex subunit HOOK interacting protein 1B"
"Gm5901",0,0,0,0,0,0,0,0,"predicted gene 5901"
"Cnga4",0,0,1,0,0,0,1,1,"cyclic nucleotide gated channel alpha 4"
"Gm4972",2,8,6,7,2,15,4,13,"predicted gene 4972"
"Cckbr",0,0,0,0,0,0,0,0,"cholecystokinin B receptor"
"Cavin3",572,339,1778,602,1222,661,1006,481,"caveolae associated 3"
"Smpd1",1197,1366,1110,533,632,500,586,393,"sphingomyelin phosphodiesterase 1, acid lysosomal"
"Apbb1",365,304,365,468,305,122,415,238,"amyloid beta precursor protein binding family B member 1"
"Hpx",7,8,9,4,5,7,9,7,"hemopexin"
"Trim3",742,596,1233,661,607,544,676,586,"tripartite motif-containing 3"
"Arfip2",1567,1505,986,1363,1413,1522,1115,980,"ARF interacting protein 2"
"Timm10b",561,493,628,559,678,617,422,332,"translocase of inner mitochondrial membrane 10B"
"Dnhd1",85,77,54,106,107,78,48,48,"dynein heavy chain domain 1"
"Rrp8",1184,1481,1278,1166,1337,1814,1123,1263,"ribosomal RNA processing 8"
"Ilk",3436,2881,6708,2950,3635,3324,3780,2534,"integrin linked kinase"
"Taf10",1227,1214,1196,1323,1522,1844,946,963,"TATA-box binding protein associated factor 10"
"Tpp1",1666,1596,2372,1497,2465,1977,1959,1609,"tripeptidyl peptidase I"
"Dchs1",221,49,396,378,523,139,319,160,"dachsous cadherin related 1"
"Mrpl17",1844,1761,1510,2043,1705,1863,1294,966,"mitochondrial ribosomal protein L17"
"Gvin-ps1",17,0,64,0,44,1,22,3,"GTPase, very large interferon inducible, pseudogene 1"
"Gvin2",282,0,1712,3,653,27,371,46,"GTPase, very large interferon inducible, family member 2"
"Gvin1",285,0,1582,2,576,26,353,45,"GTPase, very large interferon inducible 1"
"Gm8995",23,0,27,0,4,0,8,0,"predicted gene 8995"
"Gvin3",0,0,0,0,0,0,0,0,"GTPase, very large interferon inducible, family member 3"
"Or2ag12",0,0,0,0,0,0,0,0,"olfactory receptor family 2 subfamily AG member 12"
"Or2ag1b",0,0,0,0,0,0,0,0,"olfactory receptor family 2 subfamily AG member 1B"
"Or2ag13",0,0,0,0,0,0,0,0,"olfactory receptor family 2 subfamily AG member 13"
"Or2ag15",0,0,0,0,0,0,0,0,"olfactory receptor family 2 subfamily AG member 15"
"Or2ag16",0,0,0,0,0,0,0,0,"olfactory receptor family 2 subfamily AG member 16"
"Or2ag17",0,0,0,0,0,0,0,0,"olfactory receptor family 2 subfamily AG member 17"
"Or2ag18",0,0,0,0,0,0,0,0,"olfactory receptor family 2 subfamily AG member 18"
"Or2ag2b",0,0,0,0,0,0,0,0,"olfactory receptor family 2 subfamily AG member 2B"
"Or13n4",0,0,0,0,0,0,0,0,"olfactory receptor family 13 subfamily N member 4"
"Or2ag19",0,0,0,0,0,0,0,0,"olfactory receptor family 2 subfamily AG member 19"
"Or2ag20",0,0,0,0,0,0,0,0,"olfactory receptor family 2 subfamily AG member 20"
"Or2ag1",0,0,0,0,0,0,0,0,"olfactory receptor family 2 subfamily AG member 1"
"Or2ag2",0,0,0,0,0,0,0,0,"olfactory receptor family 2 subfamily AG member 2"
"Or2d3",0,0,0,0,0,0,0,0,"olfactory receptor family 2 subfamily D member 3"
"Or2d3b",0,0,0,0,0,0,0,0,"olfactory receptor family 2 subfamily D member 3B"
"Or2d4",0,0,0,0,0,0,0,0,"olfactory receptor family 2 subfamily D member 4"
"Or6b9",0,0,0,0,0,0,0,0,"olfactory receptor family 6 subfamily B member 9"
"Or6b6",0,0,0,0,0,0,0,0,"olfactory receptor family 6 subfamily B member 6"
"Or6a2",0,0,0,0,0,0,0,0,"olfactory receptor family 6 subfamily A member 2"
"Or10a5",0,0,0,0,0,0,0,0,"olfactory receptor family 10 subfamily A member 5"
"Or10a2",0,0,0,0,0,0,0,0,"olfactory receptor family 10 subfamily A member 2"
"Or10a4",0,0,0,0,0,0,0,0,"olfactory receptor family 10 subfamily A member 4"
"Or2d2b",0,0,0,0,0,0,0,0,"olfactory receptor family 2 subfamily D member 2B"
"Nlrp14",0,0,0,0,0,0,0,0,"NLR family, pyrin domain containing 14"
"Or2d2",0,0,0,0,0,0,0,0,"olfactory receptor family 2 subfamily D member 2"
"Or2d36",0,0,0,0,0,0,0,0,"olfactory receptor family 2 subfamily D member 36"
"Rbmxl2",0,0,0,0,0,0,0,0,"RNA binding motif protein, X-linked-like 2"
"Syt9",3,3,4,0,88,1,0,0,"synaptotagmin IX"
"Olfml1",20,5,3,13,6,0,3,0,"olfactomedin-like 1"
"Ppfibp2",379,214,53,50,180,2,37,8,"PTPRF interacting protein, binding protein 2 (liprin beta 2)"
"Cyb5r2",26,18,7,3,29,0,3,0,"cytochrome b5 reductase 2"
"Ovch2",0,0,0,0,0,0,0,0,"ovochymase 2"
"Or5p5",0,0,0,0,0,0,0,0,"olfactory receptor family 5 subfamily P member 5"
"Or5p50",0,0,0,0,0,0,0,0,"olfactory receptor family 5 subfamily P member 50"
"Or5p51",0,0,0,0,0,0,0,0,"olfactory receptor family 5 subfamily P member 51"
"Or5p52",0,0,0,0,0,0,0,0,"olfactory receptor family 5 subfamily P member 52"
"Or5p53",0,0,0,0,0,0,0,0,"olfactory receptor family 5 subfamily P member 53"
"Or5p54",0,0,0,0,0,0,0,0,"olfactory receptor family 5 subfamily P member 54"
"Or5p55",0,0,0,0,0,0,0,0,"olfactory receptor family 5 subfamily P member 55"
"Or5p56",0,0,0,0,0,0,0,0,"olfactory receptor family 5 subfamily P member 56"
"Or5p6",0,0,0,0,0,0,0,0,"olfactory receptor family 5 subfamily P member 6"
"Or10ab4",0,0,0,0,0,0,0,0,"olfactory receptor family 10 subfamily AB member 4"
"Or5p57",0,0,0,0,0,0,0,0,"olfactory receptor family 5 subfamily P member 57"
"Or5p4",0,0,0,0,0,0,0,0,"olfactory receptor family 5 subfamily P member 4"
"Gm4199",12,25,7,7,8,12,2,5,"predicted gene 4199"
"Or5p58",0,0,0,0,0,0,0,0,"olfactory receptor family 5 subfamily P member 58"
"Or5p59",0,0,0,0,0,0,0,0,"olfactory receptor family 5 subfamily P member 59"
"Or5p60",0,0,0,0,0,0,0,0,"olfactory receptor family 5 subfamily P member 60"
"Or5p61",0,0,0,0,0,0,0,0,"olfactory receptor family 5 subfamily P member 61"
"Or5p62",0,0,0,0,0,0,0,0,"olfactory receptor family 5 subfamily P member 62"
"Or5p63",0,0,0,0,0,0,0,0,"olfactory receptor family 5 subfamily P member 63"
"Or5p64",0,0,0,0,0,0,0,0,"olfactory receptor family 5 subfamily P member 64"
"Or5p66",0,0,0,0,0,0,0,0,"olfactory receptor family 5 subfamily P member 66"
"Or5p1",0,0,0,0,0,0,0,0,"olfactory receptor family 5 subfamily P member 1"
"Or5p67",0,0,0,0,0,0,0,0,"olfactory receptor family 5 subfamily P member 67"
"Or5p68",0,0,0,0,0,0,0,0,"olfactory receptor family 5 subfamily P member 68"
"Or5p69",0,0,0,0,0,0,0,0,"olfactory receptor family 5 subfamily P member 69"
"Or5p70",0,0,0,0,0,0,0,0,"olfactory receptor family 5 subfamily P member 70"
"Or5p72",0,0,0,0,0,0,0,0,"olfactory receptor family 5 subfamily P member 72"
"Gm44611",0,0,0,0,0,0,0,0,"predicted gene 44611"
"Or5p73",0,0,0,0,0,0,0,0,"olfactory receptor family 5 subfamily P member 73"
"Or5p76",0,0,0,0,0,0,0,0,"olfactory receptor family 5 subfamily P member 76"
"Or52n4b",0,0,0,0,0,0,0,0,"olfactory receptor family 52 subfamily N member 4B"
"Or56b1b",0,0,0,0,0,0,0,0,"olfactory receptor family 56 subfamily B member 1B"
"Or5p78",0,0,0,0,0,0,0,0,"olfactory receptor family 5 subfamily P member 78"
"Or5p79",0,0,0,0,0,0,0,0,"olfactory receptor family 5 subfamily P member 79"
"Or5p80",0,0,0,0,0,0,0,0,"olfactory receptor family 5 subfamily P member 80"
"Or10ab5",0,0,0,0,0,0,0,0,"olfactory receptor family 10 subfamily AB member 5"
"Or5p81",0,0,0,0,0,0,0,0,"olfactory receptor family 5 subfamily P member 81"
"Or10a3m",0,0,0,0,0,0,0,0,"olfactory receptor family 10 subfamily A member 3M"
"Or5e1",0,0,0,0,0,0,0,0,"olfactory receptor family 5 subfamily E member 1"
"Or10a48",0,0,0,0,0,0,0,0,"olfactory receptor family 10 subfamily A member 48"
"Or10a3b",0,0,0,0,0,0,0,0,"olfactory receptor family 10 subfamily A member 3B"
"Or10a49",0,0,0,0,0,0,0,0,"olfactory receptor family 10 subfamily A member 49"
"Or10a3",0,0,0,0,0,0,0,0,"olfactory receptor family 10 subfamily A member 3"
"Or10a3n",0,0,0,0,0,0,0,0,"olfactory receptor family 10 subfamily A member 3N"
"Nlrp10",6,6,10,3,6,3,1,4,"NLR family, pyrin domain containing 10"
"Eif3f",4417,4139,3794,5688,6085,5546,3665,2968,"eukaryotic translation initiation factor 3, subunit F"
"Tub",2,0,71,746,44,4,3,5,"TUB bipartite transcription factor"
"Ric3",71,29,44,25,12,8,3,4,"RIC3 acetylcholine receptor chaperone"
"Lmo1",37,40,11,21,22,15,2,3,"LIM domain only 1"
"Stk33",0,0,2,0,1,0,5,0,"serine/threonine kinase 33"
"Trim66",16,11,22,29,59,5,96,28,"tripartite motif-containing 66"
"Rpl27a",12721,13623,8843,16063,17139,14076,10491,9877,"ribosomal protein L27A"
"Dennd2b",1416,1129,1798,1976,1036,493,1877,964,"DENN domain containing 2B"
"Akip1",316,257,292,305,292,201,249,241,"A kinase interacting protein 1"
"BC051019",1,9,0,8,2,3,3,5,"cDNA sequence BC051019"
"Ascl3",0,5,2,1,0,1,0,1,"achaete-scute family bHLH transcription factor 3"
"Tmem9b",329,304,765,654,587,519,378,281,"TMEM9 domain family, member B"
"Nrip3",1,6,7,18,4,10,3,4,"nuclear receptor interacting protein 3"
"Scube2",0,0,9,18,0,0,0,0,"signal peptide, CUB domain, EGF-like 2"
"Dennd5a",2283,3013,3258,3364,4192,3254,2719,2198,"DENN domain containing 5A"
"Tmem41b",741,920,908,916,905,899,877,667,"transmembrane protein 41B"
"Ipo7",5876,7827,5853,7486,7681,10950,4926,7357,"importin 7"
"Zfp143",322,447,294,348,483,503,380,435,"zinc finger protein 143"
"Wee1",621,801,763,610,570,772,531,590,"WEE 1 homolog 1 (S. pombe)"
"Swap70",612,630,1752,1178,1486,1070,2012,1310,"SWA-70 protein"
"Sbf2",706,1113,1592,1327,1796,1674,1160,837,"SET binding factor 2"
"Adm",72,4,1977,84,791,1041,604,177,"adrenomedullin"
"Ampd3",173,95,1589,73,357,72,205,65,"adenosine monophosphate deaminase 3"
"Rnf141",361,353,848,512,719,772,403,389,"ring finger protein 141"
"Lyve1",0,0,104,0,14,0,28,0,"lymphatic vessel endothelial hyaluronan receptor 1"
"Irag1",46,8,2376,41,1070,217,320,41,"inositol 1,4,5-triphosphate receptor associated 1"
"Ctr9",1725,1725,3512,2000,12179,10955,1241,1294,"CTR9 homolog, Paf1/RNA polymerase II complex component"
"Eif4g2",17839,24051,29243,23666,27901,40531,21917,25304,"eukaryotic translation initiation factor 4, gamma 2"
"Galnt18",33,0,4023,526,407,175,545,427,"polypeptide N-acetylgalactosaminyltransferase 18"
"Usp47",2326,2943,4425,3852,3212,3973,3787,4827,"ubiquitin specific peptidase 47"
"Dkk3",2236,881,2515,2412,1498,272,1220,440,"dickkopf WNT signaling pathway inhibitor 3"
"Mical2",2504,2498,8361,1917,2172,3972,3070,4237,"microtubule associated monooxygenase, calponin and LIM domain containing 2"
"Parva",2160,2069,7184,3578,2995,2529,5066,4275,"parvin, alpha"
"Tead1",2389,3099,10692,3331,4743,4988,5537,6427,"TEA domain family member 1"
"Rassf10",3,1,8,2,6,0,1,5,"Ras association (RalGDS/AF-6) domain family (N-terminal) member 10"
"Bmal1",189,190,222,221,345,262,246,261,"basic helix-loop-helix ARNT like 1"
"Btbd10",305,339,559,354,470,580,389,480,"BTB domain containing 10"
"Pth",0,0,0,0,0,0,0,0,"parathyroid hormone"
"Far1",1262,1546,1993,2022,1230,1930,1380,2338,"fatty acyl CoA reductase 1"
"Gm33828",0,0,0,1,0,0,0,1,"predicted gene, 33828"
"Spon1",219,154,1139,18,3384,510,115,8,"spondin 1, (f-spondin) extracellular matrix protein"
"Rras2",770,910,2879,638,1613,3505,1006,1548,"related RAS viral (r-ras) oncogene 2"
"Copb1",3352,3648,3946,3877,3908,3752,3572,3043,"coatomer protein complex, subunit beta 1"
"Psma1",3333,3220,2084,2323,2522,3286,1952,3183,"proteasome subunit alpha 1"
"Pde3b",435,573,969,1384,1109,1228,1012,1349,"phosphodiesterase 3B, cGMP-inhibited"
"Cyp2r1",28,9,30,15,9,4,15,18,"cytochrome P450, family 2, subfamily r, polypeptide 1"
"Calca",6,1,2,0,0,0,0,0,"calcitonin/calcitonin-related polypeptide, alpha"
"Calcb",1,7,0,0,9,2,3,4,"calcitonin-related polypeptide, beta"
"Insc",106,228,27,220,950,34,29,24,"INSC spindle orientation adaptor protein"
"Sox6",50,135,18,773,463,18,5,8,"SRY (sex determining region Y)-box 6"
"1110004F10Rik",2540,2527,2059,2675,2372,3259,1683,2353,"RIKEN cDNA 1110004F10 gene"
"Plekha7",220,122,115,52,186,31,113,24,"pleckstrin homology domain containing, family A member 7"
"Rps13",6820,7015,5344,8890,9697,9441,5962,6793,"ribosomal protein S13"
"Pik3c2a",1046,1486,2425,1462,1367,1401,1559,1931,"phosphatidylinositol-4-phosphate 3-kinase catalytic subunit type 2 alpha"
"Gm40453",5,1,2,6,18,1,1,7,"predicted gene, 40453"
"Gm32676",0,0,0,0,0,0,0,0,"predicted gene, 32676"
"Nucb2",248,200,648,386,409,120,470,300,"nucleobindin 2"
"Xylt1",150,86,109,288,211,24,81,98,"xylosyltransferase 1"
"Rps15a",5673,6472,5147,8190,9147,7686,5433,6172,"ribosomal protein S15A"
"Arl6ip1",2754,3402,3832,3826,3306,4506,3110,2955,"ADP-ribosylation factor-like 6 interacting protein 1"
"Smg1",3130,3417,2900,3638,3300,4524,2272,3878,"SMG1 nonsense mediated mRNA decay associated PI3K related kinase"
"Gm35083",0,0,0,0,0,0,2,2,"predicted gene, 35083"
"Syt17",22,16,47,2,24,12,60,16,"synaptotagmin XVII"
"Itpripl2",1278,1065,5856,1452,2522,2548,2973,3413,"inositol 1,4,5-triphosphate receptor interacting protein-like 2"
"Coq7",472,509,346,414,377,425,330,456,"demethyl-Q 7"
"Tmc7",30,21,86,10,34,2,30,2,"transmembrane channel-like gene family 7"
"Tmc5",0,3,0,0,0,0,0,0,"transmembrane channel-like gene family 5"
"Gde1",712,582,1075,736,1065,1015,733,658,"glycerophosphodiester phosphodiesterase 1"
"Ccp110",717,859,436,948,756,951,489,733,"centriolar coiled coil protein 110"
"Vps35l",987,1094,1478,1698,1147,1181,1217,1193,"VPS35 endosomal protein sorting factor like"
"Knop1",2167,3091,1684,2012,2186,3258,1294,1916,"lysine rich nucleolar protein 1"
"Iqck",9,11,20,5,13,5,7,1,"IQ motif containing K"
"Gprc5b",1516,1776,868,475,578,235,514,273,"G protein-coupled receptor, family C, group 5, member B"
"Gpr139",0,0,0,0,0,0,0,0,"G protein-coupled receptor 139"
"Gp2",0,0,0,0,0,0,0,0,"glycoprotein 2 zymogen granule membrane"
"Umod",0,0,0,0,0,0,0,0,"uromodulin"
"Pdilt",0,0,0,0,0,0,0,0,"protein disulfide isomerase-like, testis expressed"
"Acsm5",0,0,0,0,0,0,1,0,"acyl-CoA synthetase medium-chain family member 5"
"Acsm2",0,0,0,0,0,0,0,0,"acyl-CoA synthetase medium-chain family member 2"
"Acsm1",0,0,0,0,1,0,0,0,"acyl-CoA synthetase medium-chain family member 1"
"Acsm4",0,0,0,0,0,0,0,0,"acyl-CoA synthetase medium-chain family member 4"
