X,BC07,BC08,BC09,BC10,GENENAME
Cox7a2,1975,1699,1743,1940,cytochrome c oxidase subunit 7A2
Tmem30a,2896,2759,4125,4346,transmembrane protein 30A
Filip1,11,5,8,5,filamin A interacting protein 1
Senp6,1626,1571,1956,2281,SUMO/sentrin specific peptidase 6
Myo6,358,300,789,317,myosin VI
Impg1,0,0,0,0,interphotoreceptor matrix proteoglycan 1
Htr1b,28,12,51,80,5-hydroxytryptamine (serotonin) receptor 1B
Mei4,90,27,12,9,meiotic double-stranded break formation protein 4
Irak1bp1,370,361,261,466,interleukin-1 receptor-associated kinase 1 binding protein 1
Phip,1319,1581,1167,1581,pleckstrin homology domain interacting protein
Hmgn3,236,481,196,601,high mobility group nucleosomal binding domain 3
Lca5,354,300,230,323,Leber congenital amaurosis 5 (human)
Sh3bgrl2,893,175,426,384,SH3 domain binding glutamic acid-rich protein like 2
Elovl4,226,356,545,544,ELOVL fatty acid elongase 4
Ttk,1096,1008,1330,1189,Ttk protein kinase
Bckdhb,568,616,372,206,"branched chain ketoacid dehydrogenase E1, beta polypeptide"
Tent5a,88,115,225,225,terminal nucleotidyltransferase 5A
Ibtk,1463,1488,1747,1909,inhibitor of Bruton agammaglobulinemia tyrosine kinase
Tpbg,358,692,764,964,trophoblast glycoprotein
Ube3d,170,253,247,247,ubiquitin protein ligase E3D
Dop1a,431,508,531,471,DOP1 leucine zipper like protein A
Pgm3,533,838,464,422,phosphoglucomutase 3
Rwdd2a,14,17,28,12,RWD domain containing 2A
Me1,3040,1732,2178,4082,"malic enzyme 1, NADP(+)-dependent, cytosolic"
Prss35,174,61,163,18,serine protease 35
Snap91,2,63,4,5,synaptosomal-associated protein 91
Gm57850,0,0,0,0,"predicted gene, 57850"
Ripply2,0,0,0,0,ripply transcriptional repressor 2
Cyb5r4,31,27,70,38,cytochrome b5 reductase 4
Mrap2,2,0,0,3,melanocortin 2 receptor accessory protein 2
Cep162,348,430,354,480,centrosomal protein 162
Tbx18,19,258,457,730,T-box18
Nt5e,104,43,41,34,"5' nucleotidase, ecto"
Snx14,734,821,880,810,sorting nexin 14
Syncrip,6844,6873,8639,9685,"synaptotagmin binding, cytoplasmic RNA interacting protein"
Zfp949,86,117,44,58,zinc finger protein 949
Trim43a,2,3,3,1,tripartite motif-containing 43A
Mthfsl,103,114,48,109,"5, 10-methenyltetrahydrofolate synthetase-like"
Gm10634,0,1,1,5,predicted gene 10634
Bcl2a1d,0,0,0,0,B cell leukemia/lymphoma 2 related protein A1d
Trim43c,53,38,29,77,tripartite motif-containing 43C
Gm2396,0,0,1,0,predicted gene 2396
Bcl2a1a,0,0,0,0,B cell leukemia/lymphoma 2 related protein A1a
Trim43b,7,0,0,1,tripartite motif-containing 43B
Bcl2a1b,0,0,0,1,B cell leukemia/lymphoma 2 related protein A1b
Mthfs,44,84,23,51,"5, 10-methenyltetrahydrofolate synthetase"
Minar1,0,0,0,0,membrane integral NOTCH2 associated receptor 1
Tmed3,622,1228,482,650,transmembrane p24 trafficking protein 3
Ankrd34c,0,0,0,0,ankyrin repeat domain 34C
Rasgrf1,8,1,0,0,RAS protein-specific guanine nucleotide-releasing factor 1
Ctsh,104,21,34,58,cathepsin H
Morf4l1,6837,6073,4791,7078,mortality factor 4 like 1
Adamts7,110,97,11,129,ADAM metallopeptidase with thrombospondin type 1 motif 7
Tbc1d2b,680,1206,612,2254,"TBC1 domain family, member 2B"
Zic1,0,397,1,3,zinc finger protein of the cerebellum 1
Zic4,2,23,0,0,zinc finger protein of the cerebellum 4
Plscr5,1,0,0,0,"phospholipid scramblase family, member 5"
Plscr1,287,150,544,910,phospholipid scramblase 1
Plscr2,174,35,59,295,phospholipid scramblase 2
Plscr1l1,0,0,0,0,phospholipid scramblase 1 like 1
Plscr4,88,149,44,165,phospholipid scramblase 4
Plod2,1155,4484,3483,1896,"procollagen lysine, 2-oxoglutarate 5-dioxygenase 2"
Dipk2a,598,678,597,1498,divergent protein kinase domain 2A
Slc9a9,4,28,22,5,"solute carrier family 9 (sodium/hydrogen exchanger), member 9"
Chst2,9,550,220,1213,carbohydrate sulfotransferase 2
U2surp,2734,2513,3458,3192,U2 snRNP-associated SURP domain containing
Paqr9,0,17,5,8,progestin and adipoQ receptor family member IX
Pcolce2,551,663,109,1084,procollagen C-endopeptidase enhancer 2
Trpc1,34,47,9,68,"transient receptor potential cation channel, subfamily C, member 1"
Pls1,6,14,2,14,plastin 1 (I-isoform)
1700065D16Rik,5,1,2,4,RIKEN cDNA 1700065D16 gene
Atr,896,943,1178,1211,ataxia telangiectasia and Rad3 related
Xrn1,1176,1465,1153,987,5'-3' exoribonuclease 1
Gk5,316,312,276,289,glycerol kinase 5
Tfdp2,1358,1000,909,962,transcription factor Dp 2
Atp1b3,4221,1772,4770,3970,"ATPase, Na+/K+ transporting, beta 3 polypeptide"
Rnf7,1695,978,1697,1436,ring finger protein 7
Rasa2,384,335,715,383,RAS p21 protein activator 2
Zbtb38,499,731,1273,842,zinc finger and BTB domain containing 38
Pxylp1,149,482,224,528,2-phosphoxylose phosphatase 1
Spsb4,107,29,8,49,splA/ryanodine receptor domain and SOCS box containing 4
Slc25a36,991,877,757,876,"solute carrier family 25, member 36"
Trim42,0,0,0,0,tripartite motif-containing 42
Clstn2,3,2,0,11,calsyntenin 2
Nmnat3,102,31,114,75,nicotinamide nucleotide adenylyltransferase 3
Rbp1,1018,38,157,91,"retinol binding protein 1, cellular"
Rbp2,1,0,2,0,"retinol binding protein 2, cellular"
Copb2,3924,4364,3878,4907,COPI coat complex subunit beta 2
Mrps22,830,656,1024,939,mitochondrial ribosomal protein S22
Prr23a1,0,0,0,0,"proline rich 23A, member 1"
Prr23a2,0,0,0,0,"proline rich 23A, member 2"
Prr23a3,0,0,0,0,"proline rich 23A, member 3"
Gm33700,0,0,0,0,"predicted gene, 33700"
Prr23a4,0,0,0,0,"proline rich 23A, member 4"
Gm33778,0,0,0,0,"predicted gene, 33778"
Foxl2,0,0,0,3,forkhead box L2
Faim,364,261,290,285,Fas apoptotic inhibitory molecule
Gm1123,1,0,4,0,predicted gene 1123
Pik3cb,238,197,820,1048,"phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit beta"
Cep70,165,204,125,191,centrosomal protein 70
Faiml,0,0,0,0,Fas apoptotic inhibitory molecule like
Esyt3,8,138,5,0,extended synaptotagmin-like protein 3
Mras,474,553,145,819,muscle and microspikes RAS
Nme9,1,0,0,0,NME/NM23 family member 9
Armc8,558,566,644,647,armadillo repeat containing 8
Dbr1,739,405,972,960,debranching RNA lariats 1
A4gnt,1,4,2,2,"alpha-1,4-N-acetylglucosaminyltransferase"
Dzip1l,1204,1145,1310,1773,DAZ interacting protein 1-like
Cldn18,0,0,0,0,claudin 18
Sox14,0,0,0,0,SRY (sex determining region Y)-box 14
Il20rb,27,79,53,75,interleukin 20 receptor beta
Nck1,467,509,560,591,non-catalytic region of tyrosine kinase adaptor protein 1
Gm46139,2,5,8,8,"predicted gene, 46139"
Slc35g2,18,72,30,20,"solute carrier family 35, member G2"
Stag1,1910,2591,2812,3014,STAG1 cohesin complex component
Pccb,538,922,249,362,"propionyl Coenzyme A carboxylase, beta polypeptide"
Msl2,1277,1089,1693,1513,MSL complex subunit 2
Ppp2r3a,383,530,310,732,"protein phosphatase 2, regulatory subunit B'', alpha"
Gm5161,3,0,0,0,predicted pseudogene 5161
Ephb1,0,1,2,3,Eph receptor B1
Ky,5,21,0,0,kyphoscoliosis peptidase
Cep63,447,454,579,759,centrosomal protein 63
Anapc13,456,544,272,498,anaphase promoting complex subunit 13
Amotl2,3131,7139,4966,9488,angiomotin-like 2
Ryk,3251,4142,3129,5040,receptor-like tyrosine kinase
Slco2a1,658,87,186,116,"solute carrier organic anion transporter family, member 2a1"
Rab6b,71,101,259,141,"RAB6B, member RAS oncogene family"
Srprb,2004,2160,2365,2117,"signal recognition particle receptor, B subunit"
Trf,34,63,68,56,transferrin
Inhca,2,1,6,0,inhibitor of carbonic anhydrase
Topbp1,4195,4216,5891,5977,topoisomerase (DNA) II binding protein 1
Cdv3,5711,6143,10863,11242,carnitine deficiency-associated gene expressed in ventricle 3
Bfsp2,0,12,2,0,"beaded filament structural protein 2, phakinin"
Tmem108,45,30,6,52,transmembrane protein 108
Nphp3,141,336,99,204,nephronophthisis 3 (adolescent)
Uba5,684,860,884,882,ubiquitin-like modifier activating enzyme 5
Acad11,275,361,209,281,"acyl-Coenzyme A dehydrogenase family, member 11"
Ackr4,2,13,5,3,atypical chemokine receptor 4
Dnajc13,2591,2261,3589,4206,DnaJ heat shock protein family (Hsp40) member C13
Acp3,66,0,34,2,acid phosphatase 3
Cpne4,0,0,6,0,copine IV
Mrpl3,1649,1334,2343,2099,mitochondrial ribosomal protein L3
Nudt16,109,124,109,92,nudix hydrolase 16
Nudt16l2,0,0,0,0,nudix hydrolase 16 like 2
Nek11,0,0,0,0,NIMA (never in mitosis gene a)-related expressed kinase 11
Aste1,190,122,223,211,asteroid homolog 1
Atp2c1,1252,1433,1661,2277,"ATPase, Ca++-sequestering"
Pik3r4,626,738,819,730,phosphoinositide-3-kinase regulatory subunit 4
Col6a6,0,0,1,1,"collagen, type VI, alpha 6"
Col6a5,23,18,20,1,"collagen, type VI, alpha 5"
Col6a4,5,3,8,5,"collagen, type VI, alpha 4"
Glyctk,78,82,34,66,glycerate kinase
Wdr82,3840,3698,4163,3791,WD repeat domain containing 82
Ppm1m,697,482,457,701,protein phosphatase 1M
Twf2,1393,775,701,837,twinfilin actin binding protein 2
Tlr9,0,0,0,0,toll-like receptor 9
Alas1,446,683,765,771,aminolevulinic acid synthase 1
Poc1a,209,310,272,277,POC1 centriolar protein A
Dusp7,651,724,1060,1060,dual specificity phosphatase 7
Rpl29,3423,4304,4151,4220,ribosomal protein L29
Acy1,318,515,571,407,aminoacylase 1
Abhd14a,465,442,592,496,abhydrolase domain containing 14A
Abhd14b,289,413,119,359,abhydrolase domain containing 14b
Pcbp4,4805,4501,4592,5498,poly(rC) binding protein 4
Gpr62,25,7,9,8,G protein-coupled receptor 62
Parp3,381,875,495,741,"poly (ADP-ribose) polymerase family, member 3"
Rrp9,1734,1295,3010,2836,"ribosomal RNA processing 9, U3 small nucleolar RNA binding protein"
Iqcf1,1,0,1,0,IQ motif containing F1
Iqcf5,0,0,0,0,IQ motif containing F5
Iqcf2,0,0,0,0,IQ motif containing F2
Iqcf3,0,0,0,0,IQ motif containing F3
Iqcf4,0,0,0,0,IQ motif containing F4
Iqcf6,0,0,0,0,IQ motif containing F6
Grm2,0,0,1,0,"glutamate receptor, metabotropic 2"
Tex264,566,872,849,907,testis expressed gene 264 ER-phagy receptor
Rad54l2,1346,1347,1451,1637,RAD54 like 2 (S. cerevisiae)
Dcaf1,1734,1442,1965,2377,DDB1 and CUL4 associated factor 1
Rbm15b,2048,2147,2778,2965,RNA binding motif protein 15B
Manf,2313,2628,1923,2452,mesencephalic astrocyte-derived neurotrophic factor
Dock3,153,65,27,12,dedicator of cyto-kinesis 3
Mapkapk3,88,125,28,20,mitogen-activated protein kinase-activated protein kinase 3
Cish,65,25,9,27,cytokine inducible SH2-containing protein
Hemk1,299,339,260,216,HemK methyltransferase family member 1
6430571L13Rik,96,9,3,4,RIKEN cDNA 6430571L13 gene
Cacna2d2,1586,0,3,1,"calcium channel, voltage-dependent, alpha 2/delta subunit 2"
Tmem115,798,695,924,814,transmembrane protein 115
Cyb561d2,192,280,179,216,cytochrome b-561 domain containing 2
Nprl2,213,290,232,197,"NPR2 like, GATOR1 complex subunit"
Zmynd10,8,3,2,5,"zinc finger, MYND domain containing 10"
Rassf1,309,263,568,1183,Ras association (RalGDS/AF-6) domain family member 1
Tusc2,185,222,307,192,"tumor suppressor 2, mitochondrial calcium regulator"
Hyal2,923,826,902,1100,hyaluronoglucosaminidase 2
Hyal1,160,58,16,22,hyaluronoglucosaminidase 1
Naa80,118,169,78,168,"N(alpha)-acetyltransferase 80, NatH catalytic subunit"
Hyal3,11,7,12,7,hyaluronoglucosaminidase 3
Ifrd2,2864,1871,3429,2433,interferon-related developmental regulator 2
Lsmem2,84,59,69,83,leucine-rich single-pass membrane protein 2
Sema3b,203,203,16,25,"sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3B"
Gnai2,8494,6166,4372,8202,G protein subunit alpha i2
Slc38a3,35,2,22,0,"solute carrier family 38, member 3"
Gnat1,1,0,1,0,G protein subunit alpha transducin 1
Sema3f,280,524,130,126,"sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3F"
Rbm5,1336,1892,1661,1773,RNA binding motif protein 5
Rbm6,1299,1219,1606,1557,RNA binding motif protein 6
Mon1a,182,163,196,235,"MON1 homolog A, secretory traffciking associated"
Mst1r,17,11,2,7,macrophage stimulating 1 receptor (c-met-related tyrosine kinase)
Actl11,0,0,0,0,actin-like 11
Camkv,93,7,68,22,CaM kinase-like vesicle-associated
Traip,516,227,595,665,TRAF-interacting protein
Uba7,22,61,4,69,ubiquitin-like modifier activating enzyme 7
Inka1,17,54,45,117,inka box actin regulator 1
Cdhr4,4,9,0,4,cadherin-related family member 4
Ip6k1,1449,1922,1435,1721,inositol hexaphosphate kinase 1
Gmppb,196,290,257,266,GDP-mannose pyrophosphorylase B
Rnf123,1159,977,1017,978,ring finger protein 123
Amigo3,30,21,32,21,adhesion molecule with Ig like domain 3
Mst1,5,3,1,7,macrophage stimulating 1 (hepatocyte growth factor-like)
Apeh,1058,1273,1178,1110,acylpeptide hydrolase
Bsn,465,116,332,256,bassoon
Dag1,5846,4568,4241,4244,dystroglycan 1
Nicn1,351,706,307,338,nicolin 1
Amt,51,89,35,60,aminomethyltransferase
Tcta,88,256,108,160,T cell leukemia translocation altered gene
Rhoa,4666,5697,8995,9464,ras homolog family member A
Gpx1,1943,2497,2372,4227,glutathione peroxidase 1
Usp4,2166,2479,3083,2814,ubiquitin specific peptidase 4 (proto-oncogene)
1700102P08Rik,14,7,13,9,RIKEN cDNA 1700102P08 gene
Iho1,16,3,17,1,interactor of HORMAD1 1
BC048562,0,0,0,0,cDNA sequence BC048562
Klhdc8b,65,91,50,73,kelch domain containing 8B
Ccdc71,827,807,938,870,coiled-coil domain containing 71
Lamb2,4427,4064,1108,2498,"laminin, beta 2"
Usp19,3889,3865,4221,4792,ubiquitin specific peptidase 19
Qars1,2733,3753,3410,3234,glutaminyl-tRNA synthetase 1
Qrich1,2306,2601,2610,3059,glutamine-rich 1
Impdh2,6398,9183,10085,8345,inosine monophosphate dehydrogenase 2
Ndufaf3,85,130,101,59,NADH:ubiquinone oxidoreductase complex assembly factor 3
Dalrd3,298,485,442,373,DALR anticodon binding domain containing 3
Wdr6,4026,5925,2232,2765,WD repeat domain 6
P4htm,15,52,8,25,"prolyl 4-hydroxylase, transmembrane (endoplasmic reticulum)"
Arih2,1071,968,1588,1852,ariadne RBR E3 ubiquitin protein ligase 2
Slc25a20,435,518,341,444,"solute carrier family 25 (mitochondrial carnitine/acylcarnitine translocase), member 20"
Prkar2a,2162,2058,4181,6477,"protein kinase, cAMP dependent regulatory, type II alpha"
Ip6k2,602,882,450,723,inositol hexaphosphate kinase 2
Nckipsd,200,251,248,311,NCK interacting protein with SH3 domain
Celsr3,2,6,9,6,"cadherin, EGF LAG seven-pass G-type receptor 3"
Slc26a6,103,146,80,144,"solute carrier family 26, member 6"
Tmem89,0,0,0,0,transmembrane protein 89
Uqcrc1,4947,4218,4979,4921,ubiquinol-cytochrome c reductase core protein 1
Col7a1,236,217,82,201,"collagen, type VII, alpha 1"
Ucn2,5,11,5,8,urocortin 2
Pfkfb4,171,217,56,141,"6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 4"
Shisa5,1029,1697,1582,1841,shisa family member 5
Trex1,0,0,0,0,three prime repair exonuclease 1
Atrip,0,1,0,0,ATR interacting protein
Tma7,1353,1189,1402,1629,translational machinery associated 7
Ccdc51,168,164,169,178,coiled-coil domain containing 51
Plxnb1,1853,1239,165,248,plexin B1
Fbxw21,1,0,0,0,F-box and WD-40 domain protein 21
Fbxw13,0,0,0,0,F-box and WD-40 domain protein 13
Fbxw20,0,0,0,0,F-box and WD-40 domain protein 20
Fbxw14,0,0,0,0,F-box and WD-40 domain protein 14
Fbxw28,0,0,0,0,F-box and WD-40 domain protein 28
Fbxw22,0,0,0,0,F-box and WD-40 domain protein 22
Fbxw16,0,0,0,0,F-box and WD-40 domain protein 16
Fbxw19,0,0,0,0,F-box and WD-40 domain protein 19
Fbxw23,0,0,0,0,F-box and WD-40 domain protein 23
Fbxw15,0,0,0,0,F-box and WD-40 domain protein 15
Fbxw24,1,0,0,0,F-box and WD-40 domain protein 24
Fbxw25,0,0,0,0,F-box and WD-40 domain protein 25
Fbxw18,5,0,0,0,F-box and WD-40 domain protein 18
Fbxw26,0,0,0,0,F-box and WD-40 domain protein 26
Fbxw27,0,0,0,0,F-box and WD-40 domain protein 27
Gm51691,8,0,0,2,"predicted gene, 51691"
Spink8,3,5,2,3,"serine peptidase inhibitor, Kazal type 8"
Nme6,227,144,316,346,NME/NM23 nucleoside diphosphate kinase 6
Camp,0,3,0,3,cathelicidin antimicrobial peptide
Cdc25a,1538,958,1706,1932,cell division cycle 25A
Map4,3728,5555,5388,6535,microtubule-associated protein 4
Dhx30,2638,2493,3073,2889,DExH-box helicase 30
Smarcc1,7054,6569,7468,7686,SWI/SNF related BAF chromatin remodeling complex subunit C1
Cspg5,12,10,11,19,chondroitin sulfate proteoglycan 5
Elp6,371,239,320,493,elongator acetyltransferase complex subunit 6
Scap,2631,2624,2925,3154,SREBF chaperone
Ptpn23,1485,2227,2167,2821,"protein tyrosine phosphatase, non-receptor type 23"
Ngp,0,0,1,0,neutrophilic granule protein
Klhl18,317,410,450,465,kelch-like 18
Kif9,27,28,20,24,kinesin family member 9
Setd2,2492,2413,2184,2653,SET domain containing 2
Nradd,292,347,169,522,neurotrophin receptor associated death domain
Nbeal2,232,75,296,291,neurobeachin-like 2
Ccdc12,458,308,540,405,coiled-coil domain containing 12
Pth1r,2802,1473,10,20,parathyroid hormone 1 receptor
Myl3,33,2,0,0,"myosin, light polypeptide 3"
Prss42,31,496,0,0,serine protease 42
Prss44,1,6,0,0,serine protease 44
Prss43,3,5,2,0,serine protease 43
Prss45,1,3,0,1,serine protease 45
Prss46,1,18,0,0,serine protease 46
Prss50,4,6,0,0,serine protease 50
Tmie,29,46,0,0,transmembrane inner ear
Als2cl,316,706,24,15,ALS2 C-terminal like
Fam240a,0,0,0,0,family with sequence similarity 240 member A
Cripto,1,2,0,0,"cripto, EGF-CFC family member"
Lrrc2,4,15,0,1,leucine rich repeat containing 2
Rtp3,0,0,0,0,receptor transporter protein 3
Ltf,0,0,0,0,lactotransferrin
Ccrl2,3,5,3,2,C-C motif chemokine receptor-like 2
Lrrfip2,600,541,837,1211,leucine rich repeat (in FLII) interacting protein 2
Mlh1,786,814,645,801,mutL homolog 1
Epm2aip1,1406,1718,814,1067,EPM2A interacting protein 1
Trank1,5,11,9,6,tetratricopeptide repeat and ankyrin repeat containing 1
Dclk3,2,1,0,2,doublecortin-like kinase 3
Stac,0,0,0,0,src homology three (SH3) and cysteine rich domain
Arpp21,0,0,0,0,"cyclic AMP-regulated phosphoprotein, 21"
Pdcd6ip,3102,3602,6516,5563,programmed cell death 6 interacting protein
Clasp2,963,1563,1504,1471,CLIP associating protein 2
Ubp1,1351,1714,1485,1895,upstream binding protein 1
Fbxl2,73,162,24,29,F-box and leucine-rich repeat protein 2
Susd5,7,588,2,2,sushi domain containing 5
Gm29825,0,3,0,0,"predicted gene, 29825"
4921528I07Rik,0,0,0,0,RIKEN cDNA 4921528I07 gene
Bcl2a1c,0,0,0,0,B cell leukemia/lymphoma 2 related protein A1c
Crtap,2439,2964,2409,3414,cartilage associated protein
Glb1,427,641,646,764,"galactosidase, beta 1"
Tmppe,483,208,394,436,transmembrane protein with metallophosphoesterase domain
Ccr4,3,0,1,8,C-C motif chemokine receptor 4
Trim71,104,44,112,202,tripartite motif-containing 71
Cnot10,1683,1610,1683,1698,"CCR4-NOT transcription complex, subunit 10"
Dync1li1,1470,1125,1949,1876,dynein cytoplasmic 1 light intermediate chain 1
Cmtm6,743,677,988,803,CKLF-like MARVEL transmembrane domain containing 6
Cmtm7,1365,534,1152,982,CKLF-like MARVEL transmembrane domain containing 7
Cmtm8,225,12,24,1,CKLF-like MARVEL transmembrane domain containing 8
Gpd1l,5625,710,993,678,glycerol-3-phosphate dehydrogenase 1-like
Osbpl10,201,72,92,205,oxysterol binding protein-like 10
Rps27rt,389,392,338,348,"ribosomal protein S27, retrogene"
Stt3b,5306,5310,5991,6768,"STT3, subunit of the oligosaccharyltransferase complex, homolog B (S. cerevisiae)"
Gm40587,0,0,0,0,"predicted gene, 40587"
Gadl1,3,0,0,0,glutamate decarboxylase-like 1
Tgfbr2,584,1807,1318,1423,"transforming growth factor, beta receptor II"
Rbms3,268,605,264,518,"RNA binding motif, single stranded interacting protein"
Zcwpw2,0,1,0,0,"zinc finger, CW type with PWWP domain 2"
Azi2,780,665,987,994,5-azacytidine induced gene 2
Cmc1,221,274,228,222,C-X9-C motif containing 1
Eomes,10,0,32,23,eomesodermin
Golga4,1089,1057,1167,1488,golgin A4
Itga9,1649,356,35,52,integrin alpha 9
Gm10157,37,36,53,42,predicted gene 10157
Ctdspl,1432,581,564,719,CTD small phosphatase like
Vill,114,253,41,23,villin-like
Plcd1,441,307,74,52,"phospholipase C, delta 1"
Dlec1,17,17,2,3,deleted in lung and esophageal cancer 1
Acaa1b,20,54,34,27,acetyl-Coenzyme A acyltransferase 1B
Slc22a14,6,3,7,0,"solute carrier family 22 (organic cation transporter), member 14"
Slc22a13,14,2,2,2,"solute carrier family 22 (organic cation transporter), member 13"
Slc22a13b,2,6,7,13,"solute carrier family 22 (organic cation transporter), member 13b"
Oxsr1,1804,1486,2446,2599,oxidative-stress responsive 1
Myd88,402,428,590,674,myeloid differentiation primary response gene 88
Acaa1a,809,1392,964,767,acetyl-Coenzyme A acyltransferase 1A
Xylb,356,393,389,587,xylulokinase homolog (H. influenzae)
Acvr2b,748,304,224,265,activin receptor IIB
Exog,476,475,552,528,exo/endonuclease G
Scn5a,14,7,22,4,"sodium channel, voltage-gated, type V, alpha"
Scn10a,1,0,0,0,"sodium channel, voltage-gated, type X, alpha"
Scn11a,0,0,0,0,"sodium channel, voltage-gated, type XI, alpha"
Wdr48,1344,1343,1431,1579,WD repeat domain 48
Gorasp1,453,351,458,560,golgi reassembly stacking protein 1
Ttc21a,13,5,4,3,tetratricopeptide repeat domain 21A
Csrnp1,152,111,707,433,cysteine-serine-rich nuclear protein 1
