X,BC07_tumor,BC08_tumor,BC09_tumor,BC10_tumor,GENENAME
Anks4b,0,0,0,0,ankyrin repeat and sterile alpha motif domain containing 4B
Crym,0,5,1,0,"crystallin, mu"
Abca14,0,0,0,1,"ATP-binding cassette, sub-family A member 14"
Abca15,0,0,0,0,"ATP-binding cassette, sub-family A member 15"
Abca16,0,0,0,0,"ATP-binding cassette, sub-family A member 16"
Gm32916,0,0,0,0,"predicted gene, 32916"
Uqcrc2,2468,2239,3323,2006,ubiquinol cytochrome c reductase core protein 2
Pdzd9,41,43,36,36,PDZ domain containing 9
Mosmo,598,652,738,434,modulator of smoothened
Vwa3a,4,2,1,3,von Willebrand factor A domain containing 3A
Sdr42e2,0,1,0,0,"short chain dehydrogenase/reductase family 42E, member 2"
Eef2k,2901,686,1507,779,eukaryotic elongation factor-2 kinase
Polr3e,1065,778,1428,643,polymerase (RNA) III (DNA directed) polypeptide E
Cdr2,408,1358,1058,1026,cerebellar degeneration-related 2
Mfsd13b,1,0,2,2,major facilitator superfamily domain containing 13B
Gm9234,18,17,10,20,predicted pseudogene 9234
Mettl9,1321,1878,2745,1848,methyltransferase like 9
Igsf6,17,27,5,14,"immunoglobulin superfamily, member 6"
Otoa,0,2,1,0,otoancorin
Hs3st2,0,0,0,0,heparan sulfate (glucosamine) 3-O-sulfotransferase 2
Usp31,1004,1144,1415,845,ubiquitin specific peptidase 31
Scnn1g,1,0,0,0,"sodium channel, nonvoltage-gated 1 gamma"
Scnn1b,6,1,10,0,"sodium channel, nonvoltage-gated 1 beta"
Cog7,461,568,655,491,component of oligomeric golgi complex 7
Gga2,1339,941,1453,1679,"golgi associated, gamma adaptin ear containing, ARF binding protein 2"
Ears2,382,212,332,212,"glutamyl-tRNA synthetase 2, mitochondrial"
Ubfd1,2006,1604,1705,1578,ubiquitin family domain containing 1
Ndufab1,1314,948,1380,805,NADH:ubiquinone oxidoreductase subunit AB1
Palb2,271,163,254,126,partner and localizer of BRCA2
Dctn5,339,438,468,334,dynactin 5
Plk1,2612,2601,2352,2627,polo like kinase 1
Ern2,0,0,0,0,endoplasmic reticulum to nucleus signalling 2
Chp2,0,1,0,0,calcineurin-like EF hand protein 2
Prkcb,6,23,2,19,"protein kinase C, beta"
Cacng3,0,0,0,0,"calcium channel, voltage-dependent, gamma subunit 3"
Rbbp6,2021,1662,2068,1717,"retinoblastoma binding protein 6, ubiquitin ligase"
Tnrc6a,1820,2371,2062,1758,trinucleotide repeat containing 6a
Slc5a11,0,0,0,0,"solute carrier family 5 (sodium/glucose cotransporter), member 11"
Arhgap17,682,723,1115,835,Rho GTPase activating protein 17
Lcmt1,344,289,589,483,leucine carboxyl methyltransferase 1
Aqp8,0,2,39,5,aquaporin 8
Zkscan2,7,4,45,28,zinc finger with KRAB and SCAN domains 2
Gm53370,0,0,0,0,"predicted gene, 53370"
Gm53371,0,0,0,0,"predicted gene, 53371"
Hs3st4,0,0,0,0,heparan sulfate (glucosamine) 3-O-sulfotransferase 4
4930571K23Rik,0,0,0,0,RIKEN cDNA 4930571K23 gene
Kdm8,268,142,200,161,lysine (K)-specific demethylase 8
Nsmce1,853,602,1084,647,"NSE1 homolog, SMC5-SMC6 complex component"
Il4ra,194,7283,4483,1680,"interleukin 4 receptor, alpha"
Il21r,8,10,5,10,interleukin 21 receptor
Gtf3c1,2817,3116,2732,2338,general transcription factor III C 1
Katnip,396,344,633,310,katanin interacting protein
Gsg1l,4,0,0,0,GSG1-like
Xpo6,2092,2571,2502,2052,exportin 6
Sbk1,211,277,459,351,SH3-binding kinase 1
Lat,10,2,11,3,linker for activation of T cells
Spns1,988,1082,1225,986,"SPNS lysolipid transporter 1, lysophospholipid"
Nfatc2ip,420,221,265,152,"nuclear factor of activated T cells, cytoplasmic, calcineurin dependent 2 interacting protein"
Cd19,0,0,0,0,CD19 antigen
Rabep2,498,518,464,465,"rabaptin, RAB GTPase binding effector protein 2"
Atp2a1,8,49,2,1,"ATPase, Ca++ transporting, cardiac muscle, fast twitch 1"
Sh2b1,1316,1105,1576,809,SH2B adaptor protein 1
Tufm,2527,1879,2964,2038,"Tu translation elongation factor, mitochondrial"
Atxn2l,3871,4124,5448,3553,ataxin 2-like
Eif3c,8182,8148,13433,9510,"eukaryotic translation initiation factor 3, subunit C"
Cln3,256,174,276,98,"CLN3 lysosomal/endosomal transmembrane protein, battenin"
Apobr,21,111,63,104,apolipoprotein B receptor
Il27,1,0,0,0,interleukin 27
Nupr1,264,584,1071,328,nuclear protein transcription regulator 1
Sgf29,500,281,449,255,SAGA complex associated factor 29
Sult1a1,8,8,9,2,"sulfotransferase family 1A, phenol-preferring, member 1"
Slx1b,195,138,284,157,SLX1 structure-specific endonuclease subunit homolog B (S. cerevisiae)
Bola2,621,480,719,406,bolA family member 2
Coro1a,135,48,14,55,"coronin, actin binding protein 1A"
Mapk3,2895,2930,3014,2423,mitogen-activated protein kinase 3
Gdpd3,152,14,62,22,glycerophosphodiester phosphodiesterase domain containing 3
Ypel3,264,226,608,234,yippee like 3
Tbx6,7,0,14,6,T-box 6
Ppp4c,1888,1764,2387,1561,"protein phosphatase 4, catalytic subunit"
Gm57854,61,18,82,28,"predicted gene, 57854"
Aldoa,73,105,104,127,"aldolase A, fructose-bisphosphate"
Tlcd3b,13,13,7,1,TLC domain containing 3B
4930451I11Rik,0,0,0,0,RIKEN cDNA 4930451I11 gene
Doc2a,0,2,0,0,"double C2, alpha"
Ino80e,1225,977,1341,859,INO80 complex subunit E
Hirip3,1001,570,981,606,HIRA interacting protein 3
Taok2,1621,1805,1390,1045,TAO kinase 2
Tmem219,161,214,244,154,transmembrane protein 219
Kctd13,294,267,615,262,potassium channel tetramerisation domain containing 13
Asphd1,0,2,0,2,aspartate beta-hydroxylase domain containing 1
Sez6l2,11,4,10,7,seizure related 6 homolog like 2
Cdiptos,3,4,4,7,"CDIP transferase, opposite strand"
Cdipt,1184,2470,1415,1283,CDP-diacylglycerol--inositol 3-phosphatidyltransferase
Mvp,646,1639,814,1097,major vault protein
Pagr1a,516,625,580,539,PAXIP1 associated glutamate rich protein 1A
Prrt2,70,133,98,89,proline-rich transmembrane protein 2
Maz,3989,2658,3806,2950,MYC-associated zinc finger protein (purine-binding transcription factor)
Kif22,1491,1150,1394,1385,kinesin family member 22
Zg16,0,1,0,0,zymogen granule protein 16
AI467606,266,10,23,20,expressed sequence AI467606
Qprt,0,3,2,4,quinolinate phosphoribosyltransferase
Spn,192,46,35,44,sialophorin
Cd2bp2,1314,1113,1468,1065,CD2 cytoplasmic tail binding protein 2
Tbc1d10b,1021,1293,1283,1182,"TBC1 domain family, member 10b"
Mylpf,5,0,4,0,"myosin light chain, phosphorylatable, fast skeletal muscle"
Septin1,55,22,32,36,septin 1
Zfp553,635,420,576,389,zinc finger protein 553
Zfp771,754,605,675,464,zinc finger protein 771
Dctpp1,1511,669,1674,791,dCTP pyrophosphatase 1
Sephs2,2226,1249,1914,1255,selenophosphate synthetase 2
Itgal,23,19,5,5,integrin alpha L
Zfp768,428,298,537,317,zinc finger protein 768
Zfp747,146,137,156,121,zinc finger protein 747
Zfp764,187,153,104,59,zinc finger protein 764
Zfp747l1,99,68,20,51,zinc finger protein 747 like 1
Zfp764l1,86,79,85,72,zinc finger protein 764 like 1
Zfp688,133,89,190,85,zinc finger protein 688
Zfp689,115,96,131,80,zinc finger protein 689
Prr14,527,1149,839,619,proline rich 14
Fbrs,952,1376,1085,1016,fibrosin
Srcap,3075,2627,2738,2188,Snf2-related CREBBP activator protein
Tmem265,181,59,90,79,transmembrane protein 265
Phkg2,337,276,453,293,"phosphorylase kinase, gamma 2 (testis)"
Cfap119,27,28,39,22,cilia and flagella associated protein 119
Rnf40,1717,1318,1910,1253,ring finger protein 40
Zfp629,450,371,483,267,zinc finger protein 629
Bcl7c,570,632,740,709,B cell CLL/lymphoma 7C
Ctf1,39,68,86,39,cardiotrophin 1
Ctf2,0,0,0,0,cardiotrophin 2
Fbxl19,1104,801,1178,981,F-box and leucine-rich repeat protein 19
Orai3,305,395,608,438,ORAI calcium release-activated calcium modulator 3
Setd1a,2386,1681,1996,1648,SET domain containing 1A
Hsd3b7,245,324,379,214,"hydroxy-delta-5-steroid dehydrogenase, 3 beta- and steroid delta-isomerase 7"
Stx1b,7,25,7,15,syntaxin 1B
Stx4a,800,774,994,910,syntaxin 4A (placental)
Zfp668,415,295,364,278,zinc finger protein 668
Zfp646,897,742,933,718,zinc finger protein 646
Prss53,17,9,31,18,serine protease 53
Vkorc1,852,709,819,457,"vitamin K epoxide reductase complex, subunit 1"
Bckdk,1608,1363,1741,1208,branched chain ketoacid dehydrogenase kinase
Kat8,402,290,391,316,K(lysine) acetyltransferase 8
Prss8,3,3,4,1,serine protease 8 (prostasin)
Prss36,83,63,128,54,serine protease 36
Fus,4424,4475,5338,4694,fused in sarcoma
Pycard,16,25,69,19,PYD and CARD domain containing
Trim72,1,27,10,4,tripartite motif-containing 72
Itgam,45,261,27,177,integrin alpha M
Itgax,9,9,0,28,integrin alpha X
Itgad,0,3,0,1,"integrin, alpha D"
Cox6a2,19,2,9,0,cytochrome c oxidase subunit 6A2
Armc5,461,732,544,587,armadillo repeat containing 5
Tgfb1i1,438,5298,841,2057,transforming growth factor beta 1 induced transcript 1
Slc5a2,3,2,1,3,"solute carrier family 5 (sodium/glucose cotransporter), member 2"
Rusf1,253,293,389,239,RUS family member 1
Ahsp,1,0,0,0,alpha hemoglobin stabilizing protein
Rgs10,19,129,39,68,regulator of G-protein signalling 10
Tial1,1493,1402,1726,1215,Tia1 cytotoxic granule-associated RNA binding protein-like 1
Bag3,1197,1863,963,1126,BCL2-associated athanogene 3
Inpp5f,504,404,599,365,inositol polyphosphate-5-phosphatase F
Mcmbp,1990,1706,2212,1711,minichromosome maintenance complex binding protein
Sec23ip,1315,1997,1556,1671,Sec23 interacting protein
Plpp4,0,0,0,0,phospholipid phosphatase 4
Wdr11,804,992,1126,777,WD repeat domain 11
Fgfr2,874,591,492,534,fibroblast growth factor receptor 2
Ate1,990,1720,1249,870,arginyltransferase 1
Gm4275,6,1,3,1,predicted gene 4275
Nsmce4a,1392,841,1283,881,"NSE4 homolog A, SMC5-SMC6 complex component"
Tacc2,1520,1290,1306,779,"transforming, acidic coiled-coil containing protein 2"
Btbd16,0,0,10,2,BTB domain containing 16
Plekha1,904,778,1064,650,"pleckstrin homology domain containing, family A (phosphoinositide binding specific) member 1"
Htra1,1039,1377,5101,4378,HtrA serine peptidase 1
Dmbt1,0,0,0,0,deleted in malignant brain tumors 1
4933402N03Rik,0,0,2,0,RIKEN cDNA 4933402N03 gene
Cdcp3,0,0,5,0,CUB domain containing protein 3
Cuzd1,0,0,3,0,CUB and zona pellucida-like domains 1
Fam24b,1,0,5,1,family with sequence similarity 24 member B
Fam24a,0,0,4,0,"family with sequence similarity 24, member A"
2310057M21Rik,338,316,424,253,RIKEN cDNA 2310057M21 gene
Pstk,309,269,327,243,phosphoseryl-tRNA kinase
Ikzf5,871,550,972,649,IKAROS family zinc finger 5
Acadsb,739,1194,783,821,"acyl-Coenzyme A dehydrogenase, short/branched chain"
Hmx3,0,0,3,0,H6 homeobox 3
Hmx2,5,0,1,0,H6 homeobox 2
Bub3,3162,2806,3279,2463,BUB3 mitotic checkpoint protein
Gm33146,0,0,0,0,"predicted gene, 33146"
Gpr26,0,0,0,0,G protein-coupled receptor 26
Cpxm2,46,538,141,81,"carboxypeptidase X, M14 family member 2"
Chst15,479,277,117,439,carbohydrate sulfotransferase 15
Oat,2633,6008,4432,3644,ornithine aminotransferase
Nkx1-2,0,0,0,0,NK1 homeobox 2
Lhpp,364,110,270,95,phospholysine phosphohistidine inorganic pyrophosphate phosphatase
Fam53b,723,422,793,287,"family with sequence similarity 53, member B"
Eef1akmt2,154,177,287,130,EEF1A lysine methyltransferase 2
Abraxas2,464,547,656,477,BRISC complex subunit
Zranb1,1136,797,1104,678,"zinc finger, RAN-binding domain containing 1"
Ctbp2,1722,1567,2056,1543,C-terminal binding protein 2
Gm35364,4,2,5,4,"predicted gene, 35364"
Tex36,4,0,0,0,testis expressed 36
Edrf1,581,430,655,497,erythroid differentiation regulatory factor 1
Mmp21,1,0,0,0,matrix metallopeptidase 21
Uros,178,176,215,155,uroporphyrinogen III synthase
Bccip,1349,995,1381,1037,BRCA2 and CDKN1A interacting protein
Dhx32,414,903,967,657,DEAH-box helicase 32 (putative)
Gm15483,22,3,12,13,predicted gene 15483
Fank1,1,2,0,0,fibronectin type 3 and ankyrin repeat domains 1
Adam12,116,5520,1084,1335,ADAM metallopeptidase domain 12
D7Ertd443e,0,7,5,2,"DNA segment, Chr 7, ERATO Doi 443, expressed"
Dock1,964,1334,1781,1519,dedicator of cytokinesis 1
Insyn2a,0,7,0,2,inhibitory synaptic factor 2A
Nps,0,0,0,2,neuropeptide S
Foxi2,0,0,0,0,forkhead box I2
Clrn3,0,0,0,0,clarin 3
Ptpre,54,66,25,65,protein tyrosine phosphatase receptor type E
Mki67,6556,5328,5667,4630,antigen identified by monoclonal antibody Ki 67
Mgmt,11,127,72,51,O-6-methylguanine-DNA methyltransferase
Ebf3,1,220,22,32,early B cell factor 3
9430038I01Rik,162,47,118,55,RIKEN cDNA 9430038I01 gene
Glrx3,2816,2597,3847,2610,glutaredoxin 3
Tcerg1l,0,7,5,9,transcription elongation regulator 1-like
Mapk1ip1,103,84,135,75,mitogen-activated protein kinase 1 interacting protein 1
Ppp2r2d,720,919,1116,880,"protein phosphatase 2, regulatory subunit B, delta"
Bnip3,978,1180,1635,2401,BCL2/adenovirus E1B interacting protein 3
Jakmip3,22,0,0,0,janus kinase and microtubule interacting protein 3
Dpysl4,89,41,6,7,dihydropyrimidinase-like 4
Stk32c,207,19,4,12,serine/threonine kinase 32C
Lrrc27,37,391,93,133,leucine rich repeat containing 27
Pwwp2b,111,292,203,157,PWWP domain containing 2B
Inpp5a,800,2045,1240,1349,inositol polyphosphate-5-phosphatase A
Nkx6-2,27,1,0,0,NK6 homeobox 2
Cfap46,10,0,9,0,cilia and flagella associated protein 46
Adgra1,0,8,7,3,adhesion G protein-coupled receptor A1
Kndc1,0,0,0,1,kinase non-catalytic C-lobe domain (KIND) containing 1
Utf1,1,1,7,0,undifferentiated embryonic cell transcription factor 1
Spef1l,1,0,6,2,sperm flagellar 1 like
Adam8,299,305,75,250,a disintegrin and metallopeptidase domain 8
Tubgcp2,916,894,1153,798,"tubulin, gamma complex component 2"
Zfp511,267,272,344,244,zinc finger protein 511
Msx3,0,0,0,0,msh homeobox 3
Caly,0,0,0,0,calcyon neuron-specific vesicular protein
Prap1,1,0,0,0,proline-rich acidic protein 1
Fuom,116,67,123,37,fucose mutarotase
Echs1,828,907,1522,1020,"enoyl Coenzyme A hydratase, short chain, 1, mitochondrial"
Paox,189,231,511,257,polyamine oxidase (exo-N4-amino)
Mtg1,415,244,463,218,mitochondrial ribosome-associated GTPase 1
Sprn,3,5,1,1,shadow of prion protein
Or6ae1,0,0,0,0,olfactory receptor family 6 subfamily AE member 1
Or6f2,0,0,0,0,olfactory receptor family 6 subfamily F member 2
Scart1,0,0,0,0,scavenger receptor family member expressed on T cells 1
Or6b13,0,0,0,0,olfactory receptor family 6 subfamily B member 13
Scart2,0,0,0,0,scavenger receptor family member expressed on T cells 2
Gm6314,7,5,0,4,predicted pseudogene 6314
Or13a19,0,0,0,0,olfactory receptor family 13 subfamily A member 19
Or12j2,0,0,0,0,olfactory receptor family 12 subfamily J member 2
Or13a27,0,0,0,0,olfactory receptor family 13 subfamily A member 27
Or12j3,0,0,0,0,olfactory receptor family 12 subfamily J member 3
Or2j6,0,0,0,0,olfactory receptor family 2 subfamily J member 6
Or13a21,0,0,0,0,olfactory receptor family 13 subfamily A member 21
Or12j4,0,0,0,0,olfactory receptor family 12 subfamily J member 4
Or13a22,0,0,0,0,olfactory receptor family 13 subfamily A member 22
Or12j5,0,0,0,0,olfactory receptor family 12 subfamily J member 5
Or13a24,0,0,0,0,olfactory receptor family 13 subfamily A member 24
Or13a18,0,0,0,0,olfactory receptor family 13 subfamily A member 18
Or13a28,0,0,0,0,olfactory receptor family 13 subfamily A member 28
Or13a20,0,0,0,0,olfactory receptor family 13 subfamily A member 20
Or13a25,0,0,0,0,olfactory receptor family 13 subfamily A member 25
Or13a17,0,0,0,0,olfactory receptor family 13 subfamily A member 17
Or13a26,0,0,0,0,olfactory receptor family 13 subfamily A member 26
Cyp2e1,0,0,0,0,"cytochrome P450, family 2, subfamily e, polypeptide 1"
Syce1,0,0,0,0,synaptonemal complex central element protein 1
Zfp941,2,16,15,17,zinc finger protein 941
Urah,2,5,1,0,urate (5-hydroxyiso-) hydrolase
Scgb1c1,46,0,0,0,"secretoglobin, family 1C, member 1"
Cimap1a,2,0,0,0,ciliary microtubule associated protein 1A
Bet1l,365,399,338,321,Bet1 golgi vesicular membrane trafficking protein like
Ric8a,788,1349,1484,938,RIC8 guanine nucleotide exchange factor A
Sirt3,109,94,251,112,sirtuin 3
Psmd13,2494,2348,2424,1973,"proteasome (prosome, macropain) 26S subunit, non-ATPase, 13"
Cox8b,0,1,0,1,cytochrome c oxidase subunit 8B
Nlrp6,3,3,0,0,"NLR family, pyrin domain containing 6"
Pgghg,378,582,371,330,protein glucosylgalactosylhydroxylysine glucosidase
Ifitm5,69,5,0,20,interferon induced transmembrane protein 5
Ifitm2,4644,3228,3361,3833,interferon induced transmembrane protein 2
Ifitm1,881,326,141,586,interferon induced transmembrane protein 1
Ifitm3,5728,3967,3226,4099,interferon induced transmembrane protein 3
Ifitm6,2,0,4,1,interferon induced transmembrane protein 6
B4galnt4,940,279,907,347,"beta-1,4-N-acetyl-galactosaminyl transferase 4"
Pkp3,30,11,34,17,plakophilin 3
Sigirr,20,31,34,6,single immunoglobulin and toll-interleukin 1 receptor (TIR) domain
Ano9,25,0,4,0,anoctamin 9
Ptdss2,371,470,758,434,phosphatidylserine synthase 2
Rnh1,2165,2794,2289,2334,ribonuclease/angiogenin inhibitor 1
Hras,994,1499,936,909,Harvey rat sarcoma virus oncogene
Lrrc56,51,37,28,17,leucine rich repeat containing 56
Lmntd2,5,11,10,10,lamin tail domain containing 2
Rassf7,82,100,110,49,Ras association (RalGDS/AF-6) domain family (N-terminal) member 7
Gm51460,0,5,0,0,"predicted gene, 51460"
Phrf1,1804,1969,2015,1523,PHD and ring finger domains 1
Irf7,829,34,105,44,interferon regulatory factor 7
Cdhr5,9,1,2,2,cadherin-related family member 5
Sct,101,0,1,0,secretin
Drd4,18,25,33,20,dopamine receptor D4
Deaf1,835,648,783,460,"DEAF1, transcription factor"
Tmem80,142,131,117,57,transmembrane protein 80
Eps8l2,401,70,73,24,EPS8-like 2
Taldo1,2240,3001,2787,2039,transaldolase 1
Gatd1,308,351,479,277,glutamine amidotransferase like class 1 domain containing 1
Cend1,21,126,34,41,cell cycle exit and neuronal differentiation 1
Slc25a22,742,673,607,453,"solute carrier family 25 (mitochondrial carrier, glutamate), member 22"
Pidd1,348,249,242,173,p53 induced death domain protein 1
Rplp2,8357,5947,10982,6966,ribosomal protein lateral stalk subunit P2
Pnpla2,596,668,1003,537,patatin-like phospholipase domain containing 2
Cracr2b,22,112,44,43,calcium release activated channel regulator 2B
Cd151,1193,4134,1645,1630,CD151 antigen
Polr2l,910,929,466,509,polymerase (RNA) II (DNA directed) polypeptide L
Tspan4,6800,5283,4493,2957,tetraspanin 4
Chid1,564,840,1054,612,chitinase domain containing 1
Ap2a2,1957,4656,3672,3958,"adaptor-related protein complex 2, alpha 2 subunit"
Muc6,13,12,5,0,"mucin 6, gastric"
Muc2,72,6,11,6,mucin 2
Muc5ac,146,0,4,1,"mucin 5, subtypes A and C, tracheobronchial/gastric"
Muc5b,190,0,1,0,"mucin 5, subtype B, tracheobronchial"
Tollip,1864,1880,1331,1361,toll interacting protein
Brsk2,17,0,0,1,BR serine/threonine kinase 2
Mob2,582,321,605,358,MOB kinase activator 2
Dusp8,185,286,154,168,dual specificity phosphatase 8
Gm57785,0,0,0,0,"predicted gene, 57785"
Gm45417,0,0,0,0,predicted gene 45417
Gm4553,0,0,0,0,predicted gene 4553
Krtap5-2,0,0,0,0,keratin associated protein 5-2
Krtap5-3,0,0,0,0,keratin associated protein 5-3
Krtap5-5,0,0,0,0,keratin associated protein 5-5
Gm46022,0,0,0,0,"predicted gene, 46022"
Gm10013,0,0,0,0,predicted gene 10013
Krtap5-1,0,0,0,0,keratin associated protein 5-1
Krtap5-4,0,0,0,0,keratin associated protein 5-4
Ifitm10,8,30,22,4,interferon induced transmembrane protein 10
Ctsd,9148,11922,8001,8862,cathepsin D
Syt8,40,15,4,4,synaptotagmin VIII
Tnni2,70,13,1,5,"troponin I, skeletal, fast 2"
Lsp1,5135,1304,1200,3554,lymphocyte specific 1
Prr33,332,70,4,63,proline rich 33
Tnnt3,41,42,2,11,"troponin T3, skeletal, fast"
Mrpl23,560,495,598,440,mitochondrial ribosomal protein L23
Igf2,10861,2496,1677,129,insulin-like growth factor 2
Ins2,0,0,0,0,insulin II
Th,2,0,0,0,tyrosine hydroxylase
Ascl2,1,2,4,0,achaete-scute family bHLH transcription factor 2
Tspan32,248,2,3,0,tetraspanin 32
Cd81,1522,3225,2385,1904,CD81 antigen
Tssc4,646,736,671,595,tumor-suppressing subchromosomal transferable fragment 4
Trpm5,0,0,0,0,"transient receptor potential cation channel, subfamily M, member 5"
Kcnq1,5,12,10,3,"potassium voltage-gated channel, subfamily Q, member 1"
